cohort_year,investor_id,total_invested,avg_sip_amount,txn_count
2024,INV000198,462,462.0,1
2024,INV000199,737787,105398.14285714286,7
2024,INV000200,1174752,167821.7142857143,7
2024,INV000201,257189,25718.9,10
2024,INV000202,423540,141180.0,3
2024,INV000203,1119242,124360.22222222222,9
2024,INV000204,1192888,170412.57142857142,7
2024,INV000205,763652,76365.2,10
2024,INV000206,616094,205364.66666666666,3
2024,INV000207,66956,13391.2,5
2024,INV000208,2572,2572.0,1
2024,INV000209,58689,29344.5,2
2024,INV000210,515430,57270.0,9
2024,INV000211,808138,89793.11111111111,9
2024,INV000212,365168,182584.0,2
2024,INV000213,447781,74630.16666666667,6
2024,INV000214,1345476,134547.6,10
2024,INV000215,715932,79548.0,9
2024,INV000216,201946,33657.666666666664,6
2024,INV000217,1591554,144686.72727272726,11
2024,INV000218,8003,8003.0,1
2024,INV000219,606953,121390.6,5
2024,INV000220,214477,35746.166666666664,6
2024,INV000221,690183,86272.875,8
2024,INV000222,591433,98572.16666666667,6
2024,INV000223,1429882,129989.27272727272,11
2024,INV000224,461098,65871.14285714286,7
2024,INV000225,1295037,161879.625,8
2024,INV000226,770094,96261.75,8
2024,INV000227,742149,148429.8,5
2024,INV000228,1139471,94955.91666666667,12
2024,INV000229,351011,50144.42857142857,7
2024,INV000230,871715,87171.5,10
2024,INV000231,1384176,125834.18181818182,11
2024,INV000232,281312,140656.0,2
2024,INV000233,332214,166107.0,2
2024,INV000234,1023999,146285.57142857142,7
2024,INV000235,1555926,155592.6,10
2024,INV000236,112217,14027.125,8
2024,INV000237,383052,127684.0,3
2024,INV000238,1046071,104607.1,10
2024,INV000239,933691,84881.0,11
2024,INV000240,122545,61272.5,2
2024,INV000241,1587726,158772.6,10
2024,INV000242,1205258,120525.8,10
2024,INV000243,597733,74716.625,8
2024,INV000244,1636852,181872.44444444444,9
2024,INV000245,1278858,116259.81818181818,11
2024,INV000246,54530,13632.5,4
2024,INV000248,485895,121473.75,4
2024,INV000249,694554,86819.25,8
2024,INV000250,107697,107697.0,1
2024,INV000251,1185941,197656.83333333334,6
2024,INV000252,1629324,162932.4,10
2024,INV000253,406328,203164.0,2
2024,INV000254,51387,25693.5,2
2024,INV000255,563828,70478.5,8
2024,INV000256,1910266,159188.83333333334,12
2024,INV000257,1025371,128171.375,8
2024,INV000258,11103,11103.0,1
2024,INV000259,759815,84423.88888888889,9
2024,INV000260,922766,76897.16666666667,12
2024,INV000261,1663672,166367.2,10
2024,INV000262,886465,73872.08333333333,12
2024,INV000263,361956,40217.333333333336,9
2024,INV000264,64609,21536.333333333332,3
2024,INV000265,482980,40248.333333333336,12
2024,INV000266,822551,117507.28571428571,7
2024,INV000267,2202108,183509.0,12
2024,INV000268,1146388,104217.09090909091,11
2024,INV000269,326686,81671.5,4
2024,INV000270,951377,158562.83333333334,6
2024,INV000271,835693,139282.16666666666,6
2024,INV000272,70152,17538.0,4
2024,INV000274,323960,53993.333333333336,6
2024,INV000275,404646,101161.5,4
2024,INV000276,464251,77375.16666666667,6
2024,INV000277,4236,4236.0,1
2024,INV000278,1422228,177778.5,8
2024,INV000279,840511,70042.58333333333,12
2024,INV000280,822770,68564.16666666667,12
2024,INV000281,538049,134512.25,4
2024,INV000282,664580,166145.0,4
2024,INV000283,1591615,144692.27272727274,11
2024,INV000284,775076,110725.14285714286,7
2024,INV000285,681359,136271.8,5
2024,INV000286,467468,66781.14285714286,7
2024,INV000287,461954,51328.22222222222,9
2024,INV000288,1650419,183379.88888888888,9
2024,INV000289,1389256,115771.33333333333,12
2024,INV000290,704907,176226.75,4
2024,INV000291,873779,97086.55555555556,9
2024,INV000292,1291756,117432.36363636363,11
2024,INV000293,1168787,97398.91666666667,12
2024,INV000294,645749,92249.85714285714,7
2024,INV000295,195552,65184.0,3
2024,INV000296,1706946,213368.25,8
2024,INV000297,928050,103116.66666666667,9
2024,INV000298,74176,12362.666666666666,6
2024,INV000299,1337619,121601.72727272728,11
2024,INV000300,14575,4858.333333333333,3
2024,INV000301,523438,74776.85714285714,7
2024,INV000302,309373,154686.5,2
2024,INV000303,670626,111771.0,6
2024,INV000304,1265097,126509.7,10
2024,INV000305,765008,85000.88888888889,9
2024,INV000306,11664,3888.0,3
2024,INV000307,1411626,201660.85714285713,7
2024,INV000308,540841,77263.0,7
2024,INV000309,1259367,104947.25,12
2024,INV000310,1787399,148949.91666666666,12
2024,INV000311,142879,35719.75,4
2024,INV000312,1201938,150242.25,8
2024,INV000313,655226,131045.2,5
2024,INV000314,971772,107974.66666666667,9
2024,INV000315,255784,51156.8,5
2024,INV000316,118055,19675.833333333332,6
2024,INV000317,392240,78448.0,5
2024,INV000318,466640,58330.0,8
2024,INV000319,825578,91730.88888888889,9
2024,INV000320,1910965,159247.08333333334,12
2024,INV000321,1267701,105641.75,12
2024,INV000322,431850,107962.5,4
2024,INV000323,1068233,178038.83333333334,6
2024,INV000324,356264,118754.66666666667,3
2024,INV000325,44535,14845.0,3
2024,INV000326,735272,122545.33333333333,6
2024,INV000327,478040,119510.0,4
2024,INV000328,541051,45087.583333333336,12
2024,INV000329,5399,1349.75,4
2024,INV000330,1544463,171607.0,9
2024,INV000331,773534,70321.27272727272,11
2024,INV000332,591213,98535.5,6
2024,INV000333,694900,115816.66666666667,6
2024,INV000334,1770884,147573.66666666666,12
2024,INV000335,1467810,133437.27272727274,11
2024,INV000336,3390,1695.0,2
2024,INV000337,458922,65560.28571428571,7
2024,INV000338,415921,103980.25,4
2024,INV000339,1005552,100555.2,10
2024,INV000340,347164,57860.666666666664,6
2024,INV000341,475696,43245.09090909091,11
2024,INV000342,7174,7174.0,1
2024,INV000343,720449,180112.25,4
2024,INV000344,1429887,142988.7,10
2024,INV000346,1172985,195497.5,6
2024,INV000347,133664,66832.0,2
2024,INV000348,305135,76283.75,4
2024,INV000349,1551948,141086.18181818182,11
2024,INV000350,16928,8464.0,2
2024,INV000351,630255,78781.875,8
2024,INV000352,247916,41319.333333333336,6
2024,INV000353,500797,166932.33333333334,3
2024,INV000354,974461,139208.7142857143,7
2024,INV000356,770550,96318.75,8
2024,INV000357,379725,75945.0,5
2024,INV000358,333640,166820.0,2
2024,INV000359,147644,14764.4,10
2024,INV000360,1465276,162808.44444444444,9
2024,INV000361,1297014,216169.0,6
2024,INV000362,501758,250879.0,2
2024,INV000363,355671,44458.875,8
2024,INV000364,443905,110976.25,4
2024,INV000365,44320,44320.0,1
2024,INV000366,688501,86062.625,8
2024,INV000367,143245,28649.0,5
2024,INV000368,357375,178687.5,2
2024,INV000369,427741,53467.625,8
2024,INV000370,554406,92401.0,6
2024,INV000371,540463,49133.0,11
2024,INV000372,728695,72869.5,10
2024,INV000373,318848,106282.66666666667,3
2024,INV000374,1367561,170945.125,8
2024,INV000375,268483,268483.0,1
2024,INV000376,526293,175431.0,3
2024,INV000377,1199665,149958.125,8
2024,INV000378,867796,144632.66666666666,6
2024,INV000379,405119,101279.75,4
2024,INV000380,263416,37630.857142857145,7
2024,INV000381,169253,84626.5,2
2024,INV000382,240733,120366.5,2
2024,INV000383,1064317,106431.7,10
2024,INV000384,642851,91835.85714285714,7
2024,INV000385,211287,42257.4,5
2024,INV000386,57205,57205.0,1
2024,INV000387,1638380,182042.22222222222,9
2024,INV000388,499712,49971.2,10
2024,INV000389,140056,23342.666666666668,6
2024,INV000390,1090714,136339.25,8
2024,INV000392,1364227,113685.58333333333,12
2024,INV000393,1630709,232958.42857142858,7
2024,INV000394,1528067,138915.18181818182,11
2024,INV000395,353000,39222.22222222222,9
2024,INV000396,1713946,142828.83333333334,12
2024,INV000397,704094,117349.0,6
2024,INV000398,368513,184256.5,2
2024,INV000399,273222,24838.363636363636,11
2024,INV000400,1124301,112430.1,10
2024,INV000402,929661,132808.7142857143,7
2024,INV000403,1849245,168113.18181818182,11
2024,INV000404,61736,30868.0,2
2024,INV000405,246813,82271.0,3
2024,INV000406,165780,82890.0,2
2024,INV000407,444857,55607.125,8
2024,INV000408,166194,23742.0,7
2024,INV000409,201679,50419.75,4
2024,INV000410,1084023,135502.875,8
2024,INV000411,359572,59928.666666666664,6
2024,INV000412,192321,21369.0,9
2024,INV000413,688437,68843.7,10
2024,INV000414,872507,79318.81818181818,11
2024,INV000415,270002,27000.2,10
2024,INV000416,4016,2008.0,2
2024,INV000417,716138,102305.42857142857,7
2024,INV000418,1045868,116207.55555555556,9
2024,INV000419,330546,66109.2,5
2024,INV000420,15774,15774.0,1
2024,INV000421,1113182,159026.0,7
2024,INV000422,4429,4429.0,1
2024,INV000423,15602,5200.666666666667,3
2024,INV000424,453564,226782.0,2
2024,INV000425,1344456,192065.14285714287,7
2024,INV000426,365216,121738.66666666667,3
2024,INV000427,1139710,103610.0,11
2024,INV000428,984414,89492.18181818182,11
2024,INV000429,663655,82956.875,8
2024,INV000430,587853,97975.5,6
2024,INV000431,1046507,130813.375,8
2024,INV000432,908220,129745.71428571429,7
2024,INV000433,31556,6311.2,5
2024,INV000434,2353,2353.0,1
2024,INV000436,289593,48265.5,6
2024,INV000437,839479,93275.44444444444,9
2024,INV000438,160823,40205.75,4
2024,INV000439,1803813,150317.75,12
2024,INV000440,999123,83260.25,12
2024,INV000441,591940,73992.5,8
2024,INV000442,309021,77255.25,4
2024,INV000443,392758,78551.6,5
2024,INV000444,925543,84140.27272727272,11
2024,INV000445,90603,8236.636363636364,11
2024,INV000446,1160735,116073.5,10
2024,INV000447,348979,348979.0,1
2024,INV000448,1111616,222323.2,5
2024,INV000449,557811,69726.375,8
2024,INV000450,433111,216555.5,2
2024,INV000451,645705,322852.5,2
2024,INV000452,511792,42649.333333333336,12
2024,INV000453,777404,97175.5,8
2024,INV000454,405276,67546.0,6
2024,INV000455,565404,188468.0,3
2024,INV000456,113067,18844.5,6
2024,INV000457,1265388,105449.0,12
2024,INV000458,1520950,126745.83333333333,12
2024,INV000459,387405,77481.0,5
2024,INV000460,2003584,166965.33333333334,12
2024,INV000461,98422,32807.333333333336,3
2024,INV000462,53418,26709.0,2
2024,INV000463,843755,84375.5,10
2024,INV000465,537322,107464.4,5
2024,INV000466,691867,69186.7,10
2024,INV000467,65408,6540.8,10
2024,INV000468,3014,3014.0,1
2024,INV000469,1178685,98223.75,12
2024,INV000470,565741,141435.25,4
2024,INV000471,840782,168156.4,5
2024,INV000472,354383,118127.66666666667,3
2024,INV000473,1506280,188285.0,8
2024,INV000474,25773,5154.6,5
2024,INV000475,366110,122036.66666666667,3
2024,INV000476,381910,95477.5,4
2024,INV000477,2846388,284638.8,10
2024,INV000478,385016,128338.66666666667,3
2024,INV000479,58383,29191.5,2
2024,INV000480,966963,107440.33333333333,9
2024,INV000481,2336031,233603.1,10
2024,INV000482,1669754,166975.4,10
2024,INV000483,948622,86238.36363636363,11
2024,INV000484,44058,44058.0,1
2024,INV000485,542383,90397.16666666667,6
2024,INV000486,1009808,336602.6666666667,3
2024,INV000487,872294,124613.42857142857,7
2024,INV000488,1172431,167490.14285714287,7
2024,INV000489,308094,61618.8,5
2024,INV000490,416665,138888.33333333334,3
2024,INV000491,2117561,176463.41666666666,12
2024,INV000492,1258481,179783.0,7
2024,INV000493,485825,40485.416666666664,12
2024,INV000494,1163559,166222.7142857143,7
2024,INV000495,1799071,149922.58333333334,12
2024,INV000496,736381,105197.28571428571,7
2024,INV000497,881675,88167.5,10
2024,INV000498,896818,224204.5,4
2024,INV000499,715152,79461.33333333333,9
2024,INV000500,1216892,152111.5,8
2024,INV000501,30878,10292.666666666666,3
2024,INV000502,5007,5007.0,1
2024,INV000503,702198,175549.5,4
2024,INV000504,2723,2723.0,1
2024,INV000505,464433,77405.5,6
2024,INV000506,30433,10144.333333333334,3
2024,INV000507,653580,72620.0,9
2024,INV000508,440952,220476.0,2
2024,INV000509,479989,95997.8,5
2024,INV000510,534447,133611.75,4
2024,INV000511,969412,121176.5,8
2024,INV000512,348138,29011.5,12
2024,INV000514,1252941,156617.625,8
2024,INV000515,713355,237785.0,3
2024,INV000516,145169,72584.5,2
2024,INV000517,513148,102629.6,5
2024,INV000518,122149,61074.5,2
2024,INV000519,725481,120913.5,6
2024,INV000520,496222,82703.66666666667,6
2024,INV000521,1888125,209791.66666666666,9
2024,INV000522,2234009,186167.41666666666,12
2024,INV000523,754087,75408.7,10
2024,INV000524,1064264,106426.4,10
2024,INV000525,626819,78352.375,8
2024,INV000526,2080600,208060.0,10
2024,INV000527,1270840,115530.90909090909,11
2024,INV000529,1420509,129137.18181818182,11
2024,INV000530,139391,27878.2,5
2024,INV000531,1450980,131907.27272727274,11
2024,INV000532,1049970,95451.81818181818,11
2024,INV000533,711728,88966.0,8
2024,INV000534,446411,223205.5,2
2024,INV000535,387497,64582.833333333336,6
2024,INV000536,684305,171076.25,4
2024,INV000537,672114,134422.8,5
2024,INV000538,427250,85450.0,5
2024,INV000539,1043852,115983.55555555556,9
2024,INV000540,1749251,159022.81818181818,11
2024,INV000541,23749,11874.5,2
2024,INV000542,303276,60655.2,5
2024,INV000543,339697,42462.125,8
2024,INV000544,1289803,161225.375,8
2024,INV000545,1083866,108386.6,10
2024,INV000546,641715,53476.25,12
2024,INV000547,1105411,92117.58333333333,12
2024,INV000548,1232866,154108.25,8
2024,INV000549,1355332,135533.2,10
2024,INV000550,150262,30052.4,5
2024,INV000551,201177,50294.25,4
2024,INV000552,804339,80433.9,10
2024,INV000553,402393,57484.71428571428,7
2024,INV000554,1471290,147129.0,10
2024,INV000555,292884,97628.0,3
2024,INV000556,1204314,109483.09090909091,11
2024,INV000557,389126,64854.333333333336,6
2024,INV000558,1201905,150238.125,8
2024,INV000559,681567,136313.4,5
2024,INV000560,433008,86601.6,5
2024,INV000561,6189,6189.0,1
2024,INV000562,196097,28013.85714285714,7
2024,INV000563,902361,75196.75,12
2024,INV000564,386126,96531.5,4
2024,INV000565,375314,125104.66666666667,3
2024,INV000566,1199129,99927.41666666667,12
2024,INV000567,2013020,167751.66666666666,12
2024,INV000568,778052,86450.22222222222,9
2024,INV000569,2074454,172871.16666666666,12
2024,INV000570,799962,72723.81818181818,11
2024,INV000571,2325,2325.0,1
2024,INV000572,540076,108015.2,5
2024,INV000573,1579877,131656.41666666666,12
2024,INV000574,184546,61515.333333333336,3
2024,INV000575,774094,96761.75,8
2024,INV000576,776886,86320.66666666667,9
2024,INV000577,1511226,137384.18181818182,11
2024,INV000578,1112496,92708.0,12
2024,INV000580,1672022,185780.22222222222,9
2024,INV000581,934189,77849.08333333333,12
2024,INV000583,1126230,125136.66666666667,9
2024,INV000584,781613,97701.625,8
2024,INV000585,637360,70817.77777777778,9
2024,INV000586,1060394,88366.16666666667,12
2024,INV000587,1466513,122209.41666666667,12
2024,INV000588,98925,49462.5,2
2024,INV000589,1053395,95763.18181818182,11
2024,INV000590,114679,28669.75,4
2024,INV000591,406779,50847.375,8
2024,INV000592,410122,82024.4,5
2024,INV000593,1361359,123759.90909090909,11
2024,INV000594,1095,1095.0,1
2024,INV000595,1591240,159124.0,10
2024,INV000596,616551,51379.25,12
2024,INV000597,542590,67823.75,8
2024,INV000598,563446,93907.66666666667,6
2024,INV000599,759386,75938.6,10
2024,INV000600,758701,126450.16666666667,6
2024,INV000601,1260961,126096.1,10
2024,INV000602,1004715,100471.5,10
2024,INV000603,11214,2803.5,4
2024,INV000604,2567253,256725.3,10
2024,INV000605,518544,259272.0,2
2024,INV000606,2504294,208691.16666666666,12
2024,INV000607,1158929,115892.9,10
2024,INV000608,278741,39820.142857142855,7
2024,INV000609,1505477,125456.41666666667,12
2024,INV000611,99839,16639.833333333332,6
2024,INV000612,564172,47014.333333333336,12
2024,INV000613,709973,177493.25,4
2024,INV000614,1160425,165775.0,7
2024,INV000615,710619,78957.66666666667,9
2024,INV000616,1066183,118464.77777777778,9
2024,INV000619,1266245,140693.88888888888,9
2024,INV000620,7741,7741.0,1
2024,INV000621,2078077,207807.7,10
2024,INV000622,21061,4212.2,5
2024,INV000623,1311642,131164.2,10
2024,INV000624,169911,18879.0,9
2024,INV000625,1331498,110958.16666666667,12
2024,INV000626,884040,147340.0,6
2024,INV000627,315662,105220.66666666667,3
2024,INV000628,59172,29586.0,2
2024,INV000629,486977,81162.83333333333,6
2024,INV000630,768298,85366.44444444444,9
2024,INV000631,874172,97130.22222222222,9
2024,INV000632,601820,150455.0,4
2024,INV000633,134790,22465.0,6
2024,INV000634,778120,70738.18181818182,11
2024,INV000635,492099,61512.375,8
2024,INV000636,439817,73302.83333333333,6
2024,INV000637,929096,154849.33333333334,6
2024,INV000638,1114765,139345.625,8
2024,INV000639,2162795,196617.72727272726,11
2024,INV000640,8756,8756.0,1
2024,INV000641,559752,69969.0,8
2024,INV000642,919646,83604.18181818182,11
2024,INV000643,886592,126656.0,7
2024,INV000644,530205,88367.5,6
2024,INV000645,1414660,117888.33333333333,12
2024,INV000646,1713396,142783.0,12
2024,INV000647,1050135,262533.75,4
2024,INV000648,32645,8161.25,4
2024,INV000649,1738284,173828.4,10
2024,INV000650,564853,112970.6,5
2024,INV000651,236961,29620.125,8
2024,INV000652,1502257,125188.08333333333,12
2024,INV000653,26554,13277.0,2
2024,INV000654,955429,159238.16666666666,6
2024,INV000655,480225,240112.5,2
2024,INV000656,1064638,152091.14285714287,7
2024,INV000657,433317,43331.7,10
2024,INV000658,1025622,113958.0,9
2024,INV000659,258349,51669.8,5
2024,INV000660,254938,42489.666666666664,6
2024,INV000661,725441,90680.125,8
2024,INV000662,639548,58140.72727272727,11
2024,INV000663,83316,13886.0,6
2024,INV000664,787540,98442.5,8
2024,INV000665,746312,62192.666666666664,12
2024,INV000666,496011,70858.71428571429,7
2024,INV000667,1593494,132791.16666666666,12
2024,INV000668,518362,103672.4,5
2024,INV000669,1065256,266314.0,4
2024,INV000670,338140,67628.0,5
2024,INV000671,2333315,194442.91666666666,12
2024,INV000672,409297,136432.33333333334,3
2024,INV000673,145533,24255.5,6
2024,INV000674,315027,105009.0,3
2024,INV000675,1342300,111858.33333333333,12
2024,INV000676,376497,31374.75,12
2024,INV000677,315456,78864.0,4
2024,INV000678,1054211,95837.36363636363,11
2024,INV000679,283572,56714.4,5
2024,INV000680,325752,108584.0,3
2024,INV000681,11354,3784.6666666666665,3
2024,INV000682,1312144,218690.66666666666,6
2024,INV000683,223475,20315.909090909092,11
2024,INV000684,498030,99606.0,5
2024,INV000685,429968,214984.0,2
2024,INV000686,217482,108741.0,2
2024,INV000687,483920,96784.0,5
2024,INV000688,360971,120323.66666666667,3
2024,INV000689,922386,115298.25,8
2024,INV000690,1189083,99090.25,12
2024,INV000691,1441377,144137.7,10
2024,INV000693,1831041,183104.1,10
2024,INV000694,1893343,270477.5714285714,7
2024,INV000695,700290,87536.25,8
2024,INV000696,26838,6709.5,4
2024,INV000697,407537,407537.0,1
2024,INV000698,606641,50553.416666666664,12
2024,INV000699,694683,86835.375,8
2024,INV000700,25789,8596.333333333334,3
2024,INV000701,1164582,105871.09090909091,11
2024,INV000702,309191,103063.66666666667,3
2024,INV000703,1056450,150921.42857142858,7
2024,INV000704,655041,72782.33333333333,9
2024,INV000705,353502,88375.5,4
2024,INV000706,1382195,153577.22222222222,9
2024,INV000707,394234,39423.4,10
2024,INV000708,664661,83082.625,8
2024,INV000709,1818377,151531.41666666666,12
2024,INV000710,311061,44437.28571428572,7
2024,INV000711,1560807,195100.875,8
2024,INV000712,177827,177827.0,1
2024,INV000713,513134,128283.5,4
2024,INV000714,1211050,100920.83333333333,12
2024,INV000715,462102,66014.57142857143,7
2024,INV000716,204847,102423.5,2
2024,INV000717,1161401,165914.42857142858,7
2024,INV000718,863704,86370.4,10
2024,INV000719,1313380,109448.33333333333,12
2024,INV000720,765199,95649.875,8
2024,INV000721,454922,64988.857142857145,7
2024,INV000722,1934707,214967.44444444444,9
2024,INV000723,438976,73162.66666666667,6
2024,INV000724,732624,81402.66666666667,9
2024,INV000725,231261,28907.625,8
2024,INV000726,1248341,178334.42857142858,7
2024,INV000727,14806,4935.333333333333,3
2024,INV000728,1278764,142084.88888888888,9
2024,INV000729,465557,93111.4,5
2024,INV000730,538630,107726.0,5
2024,INV000731,427944,106986.0,4
2024,INV000732,1499551,149955.1,10
2024,INV000733,1129452,161350.2857142857,7
2024,INV000734,990424,90038.54545454546,11
2024,INV000735,743109,92888.625,8
2024,INV000736,1296656,129665.6,10
2024,INV000737,596078,74509.75,8
2024,INV000738,981192,122649.0,8
